File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_39_10_wired.pcap | Start: 2025-02-01T19:09:18-05:00 | End: 2025-02-01T19:11:02-05:00 | Bandwidth/10: 179611.03 bps | TCP: 3808 | UDP: 101
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_40_07_wireless.pcap | Start: 2025-02-01T19:11:02-05:00 | End: 2025-02-01T19:11:08-05:00 | Bandwidth/10: 2160.77 bps | TCP: 0 | UDP: 80
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_40_10_wired.pcap | Start: 2025-02-01T19:11:08-05:00 | End: 2025-02-01T19:13:23-05:00 | Bandwidth/10: 140867.22 bps | TCP: 3813 | UDP: 110
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_41_07_wireless.pcap | Start: 2025-02-01T19:13:23-05:00 | End: 2025-02-01T19:13:29-05:00 | Bandwidth/10: 3983.45 bps | TCP: 0 | UDP: 118
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_41_10_wired.pcap | Start: 2025-02-01T19:13:29-05:00 | End: 2025-02-01T19:15:22-05:00 | Bandwidth/10: 136068.77 bps | TCP: 3145 | UDP: 125
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_42_07_wireless.pcap | Start: 2025-02-01T19:15:22-05:00 | End: 2025-02-01T19:15:28-05:00 | Bandwidth/10: 3244.05 bps | TCP: 0 | UDP: 101
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_42_10_wired.pcap | Start: 2025-02-01T19:15:28-05:00 | End: 2025-02-01T19:17:09-05:00 | Bandwidth/10: 191507.53 bps | TCP: 3943 | UDP: 116
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_43_07_wireless.pcap | Start: 2025-02-01T19:17:09-05:00 | End: 2025-02-01T19:17:15-05:00 | Bandwidth/10: 3178.94 bps | TCP: 0 | UDP: 106
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_43_10_wired.pcap | Start: 2025-02-01T19:17:15-05:00 | End: 2025-02-01T19:19:25-05:00 | Bandwidth/10: 149452.35 bps | TCP: 3996 | UDP: 95
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_44_07_wireless.pcap | Start: 2025-02-01T19:19:25-05:00 | End: 2025-02-01T19:19:31-05:00 | Bandwidth/10: 2219.16 bps | TCP: 0 | UDP: 83
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_44_10_wired.pcap | Start: 2025-02-01T19:19:31-05:00 | End: 2025-02-01T19:21:21-05:00 | Bandwidth/10: 176686.02 bps | TCP: 3886 | UDP: 95
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_45_07_wireless.pcap | Start: 2025-02-01T19:21:21-05:00 | End: 2025-02-01T19:21:27-05:00 | Bandwidth/10: 2376.78 bps | TCP: 0 | UDP: 89
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_45_10_wired.pcap | Start: 2025-02-01T19:21:27-05:00 | End: 2025-02-01T19:23:16-05:00 | Bandwidth/10: 177265.32 bps | TCP: 3926 | UDP: 83
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_46_07_wireless.pcap | Start: 2025-02-01T19:23:16-05:00 | End: 2025-02-01T19:23:22-05:00 | Bandwidth/10: 2972.63 bps | TCP: 0 | UDP: 103
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_46_10_wired.pcap | Start: 2025-02-01T19:23:22-05:00 | End: 2025-02-01T19:25:03-05:00 | Bandwidth/10: 191412.01 bps | TCP: 3923 | UDP: 132
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_47_07_wireless.pcap | Start: 2025-02-01T19:25:03-05:00 | End: 2025-02-01T19:25:17-05:00 | Bandwidth/10: 2235.26 bps | TCP: 0 | UDP: 119
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_47_10_wired.pcap | Start: 2025-02-01T19:25:17-05:00 | End: 2025-02-01T19:27:00-05:00 | Bandwidth/10: 189373.99 bps | TCP: 4130 | UDP: 118
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_48_07_wireless.pcap | Start: 2025-02-01T19:27:00-05:00 | End: 2025-02-01T19:27:06-05:00 | Bandwidth/10: 2339.55 bps | TCP: 0 | UDP: 86
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_48_10_wired.pcap | Start: 2025-02-01T19:27:06-05:00 | End: 2025-02-01T19:28:50-05:00 | Bandwidth/10: 186660.41 bps | TCP: 4105 | UDP: 112
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_49_07_wireless.pcap | Start: 2025-02-01T19:28:50-05:00 | End: 2025-02-01T19:29:02-05:00 | Bandwidth/10: 1409.70 bps | TCP: 0 | UDP: 111
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_49_10_wired.pcap | Start: 2025-02-01T19:29:02-05:00 | End: 2025-02-01T19:30:56-05:00 | Bandwidth/10: 170246.73 bps | TCP: 3945 | UDP: 101
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_50_07_wireless.pcap | Start: 2025-02-01T19:30:56-05:00 | End: 2025-02-01T19:31:02-05:00 | Bandwidth/10: 3756.64 bps | TCP: 0 | UDP: 112
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_50_10_wired.pcap | Start: 2025-02-01T19:31:02-05:00 | End: 2025-02-01T19:42:19-05:00 | Bandwidth/10: 346624.52 bps | TCP: 38081 | UDP: 104
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_51_07_wireless.pcap | Start: 2025-02-01T19:42:19-05:00 | End: 2025-02-01T19:42:25-05:00 | Bandwidth/10: 3036.09 bps | TCP: 0 | UDP: 109
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_51_10_wired.pcap | Start: 2025-02-01T19:42:25-05:00 | End: 2025-02-01T19:44:53-05:00 | Bandwidth/10: 211043.01 bps | TCP: 5346 | UDP: 87
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_52_07_wireless.pcap | Start: 2025-02-01T19:44:53-05:00 | End: 2025-02-01T19:44:59-05:00 | Bandwidth/10: 3873.33 bps | TCP: 0 | UDP: 111
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_52_10_wired.pcap | Start: 2025-02-01T19:44:59-05:00 | End: 2025-02-01T19:46:45-05:00 | Bandwidth/10: 181077.12 bps | TCP: 3924 | UDP: 121
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_53_08_wireless.pcap | Start: 2025-02-01T19:46:45-05:00 | End: 2025-02-01T19:47:00-05:00 | Bandwidth/10: 1113.34 bps | TCP: 0 | UDP: 100
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_53_10_wired.pcap | Start: 2025-02-01T19:47:00-05:00 | End: 2025-02-01T19:48:52-05:00 | Bandwidth/10: 173313.79 bps | TCP: 3844 | UDP: 80
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_54_08_wireless.pcap | Start: 2025-02-01T19:48:52-05:00 | End: 2025-02-01T19:48:58-05:00 | Bandwidth/10: 2350.85 bps | TCP: 0 | UDP: 89
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_54_10_wired.pcap | Start: 2025-02-01T19:48:58-05:00 | End: 2025-02-01T19:50:23-05:00 | Bandwidth/10: 227106.20 bps | TCP: 3913 | UDP: 105
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_55_08_wireless.pcap | Start: 2025-02-01T19:50:23-05:00 | End: 2025-02-01T19:50:37-05:00 | Bandwidth/10: 1459.66 bps | TCP: 0 | UDP: 106
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_55_10_wired.pcap | Start: 2025-02-01T19:50:37-05:00 | End: 2025-02-01T19:52:25-05:00 | Bandwidth/10: 180363.57 bps | TCP: 3946 | UDP: 118
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_56_08_wireless.pcap | Start: 2025-02-01T19:52:25-05:00 | End: 2025-02-01T19:52:31-05:00 | Bandwidth/10: 2692.01 bps | TCP: 0 | UDP: 90
File: /home/umd-user/Downloads/Scripts/benign1/2023-10-31-09_56_10_wired.pcap | Start: 2025-02-01T19:52:31-05:00 | End: 2025-02-01T19:54:28-05:00 | Bandwidth/10: 173347.79 bps | TCP: 4263 | UDP: 122
